年纪,语文,数学,英语,物理,化学,生物,历史,综合,等级
高三,71,70,84,63,88,93,77,77.0,丙
高一,71,62,90,53,63,67,71,67.0,丙
高三,57,62,72,72,97,68,91,72.0,丙
高三,86,70,58,80,54,82,90,80.0,丙
高二,88,91,66,58,89,53,77,77.0,丙
高一,90,99,99,96,53,79,73,90.0,甲
高一,50,70,86,68,54,56,75,68.0,丙
高一,71,52,59,68,74,85,95,71.0,丙
高一,81,86,75,67,63,52,51,67.0,丙
高三,79,63,67,57,77,82,87,77.0,丙
高一,81,92,53,63,89,98,99,89.0,乙
高一,88,83,60,97,67,76,78,78.0,丙
高一,98,85,94,50,50,88,50,85.0,乙
高三,59,55,52,89,85,60,53,59.0,丁
高一,79,100,86,96,64,80,88,86.0,乙
高二,58,98,59,56,64,87,96,64.0,丙
高一,64,83,97,66,74,71,58,71.0,丙
高一,81,65,66,64,50,86,88,66.0,丙
高三,78,95,75,76,83,98,88,83.0,丙
高二,79,83,68,57,65,55,61,65.0,丙
高三,79,85,52,68,99,79,59,79.0,丙
高一,92,54,61,81,98,82,59,81.0,丙
高一,65,69,89,81,75,87,98,81.0,丙
高一,64,73,60,78,62,62,74,64.0,丙
高二,73,70,57,79,71,80,87,73.0,丙
高三,54,79,71,55,59,61,83,61.0,丙
高三,76,76,95,69,89,67,65,76.0,丙
高二,50,89,74,53,84,89,99,84.0,丙
高一,95,51,54,75,82,53,69,69.0,丙
高二,74,69,56,71,85,62,81,71.0,丙
高一,92,80,95,76,89,52,83,83.0,丙
高二,57,88,71,61,67,52,89,67.0,丙
高二,93,90,82,94,72,94,51,90.0,甲
高二,97,77,83,61,94,61,50,77.0,丙
高二,52,88,56,71,78,83,78,78.0,丙
高二,90,54,50,76,71,75,62,71.0,丙
高一,59,100,93,91,66,58,93,91.0,甲
高二,79,89,82,57,58,73,89,79.0,丙
高一,84,59,71,92,94,78,99,84.0,丙
高三,54,88,98,75,85,58,69,75.0,丙
高一,73,72,52,87,85,85,56,73.0,丙
高三,93,57,96,82,77,83,97,83.0,丙
高三,63,70,98,54,79,68,50,68.0,丙
高二,74,83,80,66,100,66,84,80.0,丙
高三,52,57,94,85,92,60,86,85.0,乙
高一,76,54,65,81,63,66,73,66.0,丙
高二,59,87,81,89,99,52,51,81.0,丙
高三,56,72,66,82,93,89,90,82.0,丙
高二,77,100,93,100,90,99,66,93.0,甲
高三,72,66,83,52,86,71,60,71.0,丙
高三,95,81,84,50,88,61,71,81.0,丙
高二,96,88,79,93,87,75,75,87.0,乙
高一,98,94,58,76,70,59,100,76.0,丙
高三,64,98,66,88,62,77,60,66.0,丙
高二,51,100,82,95,51,68,98,82.0,丙
高二,74,95,68,55,81,94,63,74.0,丙
高二,93,84,57,62,92,67,82,82.0,丙
高二,89,99,97,80,71,67,74,80.0,丙
高二,95,95,92,60,99,53,82,92.0,甲
高二,89,99,58,88,81,62,87,87.0,乙
高二,55,72,55,53,51,97,67,55.0,丁
高三,100,57,100,84,98,71,97,97.0,甲
高一,59,99,87,100,51,100,94,94.0,甲
高一,53,54,81,66,77,66,57,66.0,丙
高三,52,99,51,70,63,75,50,63.0,丙
高一,52,85,76,78,66,77,68,76.0,丙
高一,69,70,73,75,56,72,66,70.0,丙
高二,65,67,55,92,54,83,71,67.0,丙
高一,90,84,92,100,53,53,57,84.0,丙
高二,91,72,57,56,83,62,70,70.0,丙
高三,87,93,95,60,92,88,54,88.0,乙
高二,66,82,88,96,65,85,70,82.0,丙
高三,81,99,74,86,62,76,96,81.0,丙
高一,68,77,58,67,75,59,98,68.0,丙
高一,60,77,57,58,70,80,84,70.0,丙
高二,54,68,94,75,70,82,56,70.0,丙
高二,96,88,93,59,88,53,80,88.0,乙
高二,51,81,54,65,69,50,90,65.0,丙
高二,72,66,80,53,66,68,87,68.0,丙
高一,67,90,63,93,95,61,78,78.0,丙
高一,80,61,71,76,64,83,66,71.0,丙
高一,54,88,84,81,66,74,54,74.0,丙
高三,69,81,92,80,73,56,55,73.0,丙
高三,89,80,51,81,89,100,88,88.0,乙
高一,88,97,85,95,99,71,97,95.0,甲
高三,53,54,77,62,51,58,61,58.0,丁
高二,50,59,72,50,79,81,98,72.0,丙
高三,61,67,87,98,86,74,90,86.0,乙
高一,77,60,100,96,92,53,78,78.0,丙
高一,91,100,68,69,62,56,68,68.0,丙
高三,69,51,80,89,65,55,52,65.0,丙
高三,67,94,87,88,100,59,67,87.0,乙
高一,67,89,83,67,71,71,88,71.0,丙
高三,50,90,100,52,57,55,93,57.0,丁
高三,93,66,72,79,74,64,97,74.0,丙
高二,78,60,72,61,66,79,50,66.0,丙
高三,76,60,83,81,89,76,55,76.0,丙
高二,95,76,56,95,63,68,51,68.0,丙
高三,54,56,56,93,53,53,58,56.0,丁
高二,85,68,80,91,51,85,52,80.0,丙
高三,51,84,52,62,56,78,58,58.0,丁
高二,97,100,95,85,51,92,73,92.0,甲
高二,75,74,84,69,59,56,84,74.0,丙
高三,58,99,58,61,78,59,57,59.0,丁
高一,95,90,79,60,67,92,89,89.0,乙
高二,54,69,59,99,81,90,81,81.0,丙
高三,93,98,58,81,94,83,73,83.0,丙
高三,60,80,97,78,54,64,52,64.0,丙
高二,98,71,77,91,86,87,91,87.0,乙
高一,58,85,67,90,51,86,83,83.0,丙
高二,100,54,52,68,91,95,90,90.0,甲
高二,58,66,84,52,56,56,68,58.0,丁
高一,77,75,52,93,81,98,100,81.0,丙
高一,68,59,95,59,90,58,63,63.0,丙
高二,95,93,76,77,90,50,87,87.0,乙
高三,55,68,92,77,71,70,63,70.0,丙
高一,56,58,68,80,55,83,68,68.0,丙
高一,60,74,90,94,52,92,82,82.0,丙
高三,57,56,75,65,65,77,57,65.0,丙
高三,76,78,50,67,82,99,93,78.0,丙
高一,62,80,99,69,83,99,61,80.0,丙
高三,95,51,87,65,56,69,61,65.0,丙
高三,91,66,50,59,82,73,94,73.0,丙
高三,82,93,96,76,83,64,100,83.0,丙
高一,61,90,64,75,67,52,79,67.0,丙
高二,89,53,67,68,92,61,82,68.0,丙
高二,95,89,87,53,85,93,77,87.0,乙
高一,68,70,92,90,53,53,97,70.0,丙
高三,66,50,50,92,51,70,73,66.0,丙
高三,91,64,52,63,89,80,75,75.0,丙
高一,69,86,78,97,58,62,92,78.0,丙
高三,60,71,57,100,53,90,62,62.0,丙
高二,67,85,93,72,90,95,64,85.0,乙
高二,74,59,82,87,69,80,99,80.0,丙
高一,72,66,91,84,82,71,87,82.0,丙
高一,85,96,63,74,65,92,55,74.0,丙
高二,91,93,96,95,59,76,52,91.0,甲
高一,92,77,64,86,62,63,100,77.0,丙
高二,95,73,54,85,72,57,70,72.0,丙
高三,93,68,84,99,89,87,100,89.0,乙
高一,69,58,88,91,65,82,66,69.0,丙
高一,90,60,92,86,67,51,83,83.0,丙
高二,96,100,62,58,53,57,93,62.0,丙
高二,70,59,68,69,87,52,68,68.0,丙
高一,55,91,79,92,51,100,81,81.0,丙
高二,79,67,99,86,50,66,94,79.0,丙
高一,72,100,85,68,57,76,99,76.0,丙
高二,51,90,98,57,93,91,88,90.0,甲
高三,89,72,97,85,81,85,90,85.0,乙
高一,67,86,94,71,90,63,53,71.0,丙
高二,71,88,88,84,94,79,65,84.0,丙
高三,59,71,91,66,59,52,57,59.0,丁
高一,60,58,57,73,68,90,100,68.0,丙
高二,94,88,95,95,74,80,73,88.0,乙
高三,78,83,64,67,89,62,72,72.0,丙
高一,65,96,86,56,57,88,77,77.0,丙
高二,60,56,89,81,99,98,61,81.0,丙
高一,93,50,53,53,73,50,85,53.0,丁
高三,54,71,96,86,74,64,93,74.0,丙
高三,62,98,65,65,71,92,52,65.0,丙
高三,66,52,69,73,86,68,73,69.0,丙
高一,73,94,86,98,67,97,89,89.0,乙
高二,58,74,84,72,59,82,90,74.0,丙
高一,87,84,100,63,97,80,93,87.0,乙
高一,90,73,63,97,99,65,62,73.0,丙
高一,55,73,74,65,82,95,82,74.0,丙
高二,96,92,51,85,78,82,84,84.0,丙
高二,95,53,55,81,100,63,58,63.0,丙
高二,73,87,97,83,64,84,99,84.0,丙
高一,71,79,67,68,51,54,70,68.0,丙
高三,58,65,91,96,85,84,90,85.0,乙
高二,73,53,57,84,71,78,85,73.0,丙
高三,90,62,71,71,96,94,62,71.0,丙
高二,66,59,80,59,94,63,53,63.0,丙
高三,61,53,77,77,52,95,88,77.0,丙
高一,52,50,75,74,64,54,50,54.0,丁
高三,81,90,60,94,69,99,87,87.0,乙
高三,89,69,67,68,58,71,77,69.0,丙
高二,53,78,100,53,91,70,67,70.0,丙
高二,93,52,94,96,56,98,72,93.0,甲
高三,73,51,59,92,77,71,98,73.0,丙
高二,65,57,80,84,85,68,82,80.0,丙
高三,67,86,93,51,64,52,88,67.0,丙
高三,72,73,80,71,89,64,52,72.0,丙
高三,60,58,86,72,69,55,62,62.0,丙
高三,100,70,82,86,77,95,64,82.0,丙
高一,75,93,52,88,64,79,71,75.0,丙
高三,64,56,72,99,63,93,68,68.0,丙
高二,93,70,77,68,59,87,58,70.0,丙
高一,82,93,99,90,51,60,58,82.0,丙
高二,91,99,85,65,52,52,96,85.0,乙
高三,95,84,76,87,56,53,71,76.0,丙
高一,99,95,50,77,57,52,67,67.0,丙
高二,87,71,94,73,69,78,83,78.0,丙
高二,92,66,91,63,50,67,53,66.0,丙
高二,90,89,58,96,65,75,59,75.0,丙
高二,57,98,93,78,73,62,92,78.0,丙
高二,67,89,56,63,81,87,69,69.0,丙
高一,87,85,72,63,99,88,66,85.0,乙
高一,51,93,83,51,84,58,71,71.0,丙
高一,93,53,100,71,60,67,85,71.0,丙
高三,79,82,77,50,63,64,85,77.0,丙
高三,89,81,83,92,55,73,62,81.0,丙
高二,77,87,62,85,75,84,75,77.0,丙
高一,93,66,66,80,87,68,50,68.0,丙
高三,51,53,63,58,84,70,82,63.0,丙
高三,86,94,70,87,91,78,56,86.0,乙
高一,63,71,55,93,85,95,70,71.0,丙
高一,54,53,54,87,65,99,72,65.0,丙
高三,86,63,83,65,54,59,91,65.0,丙
高三,88,94,83,81,55,58,67,81.0,丙
高二,59,64,60,68,78,66,74,66.0,丙
高三,80,50,93,66,91,61,77,77.0,丙
高三,60,68,58,71,71,58,83,68.0,丙
高三,83,84,72,61,74,94,76,76.0,丙
高二,67,99,89,97,83,56,96,89.0,乙
高二,72,76,64,75,51,99,56,72.0,丙
高二,57,65,61,68,85,53,53,61.0,丙
高三,56,67,62,53,50,53,65,56.0,丁
高三,59,58,58,78,76,72,75,72.0,丙
高二,54,54,89,73,50,94,90,73.0,丙
高一,80,75,85,92,86,95,90,86.0,乙
高一,76,67,79,60,55,88,99,76.0,丙
高三,72,95,56,67,88,57,78,72.0,丙
高一,51,88,77,60,66,62,74,66.0,丙
高二,98,62,94,93,66,74,63,74.0,丙
高三,53,61,50,79,60,53,53,53.0,丁
高一,56,65,84,100,69,54,96,69.0,丙
高二,57,80,97,67,73,64,83,73.0,丙
高二,58,52,99,62,79,76,66,66.0,丙
高三,83,52,76,74,85,100,81,81.0,丙
高二,75,87,84,54,97,88,98,87.0,乙
高二,96,91,75,93,68,83,60,83.0,丙
高一,70,71,78,58,83,77,51,71.0,丙
高一,60,63,84,72,76,81,77,76.0,丙
高一,51,91,51,87,65,70,75,70.0,丙
高三,51,98,73,61,78,64,78,73.0,丙
高二,88,89,60,79,57,84,76,79.0,丙
高二,73,77,73,79,89,54,68,73.0,丙
高二,63,74,67,88,78,94,52,74.0,丙
高三,51,59,78,52,82,66,65,65.0,丙
高一,92,71,96,100,82,95,56,92.0,甲
高三,80,62,50,72,81,90,86,80.0,丙
高一,61,98,65,79,66,51,50,65.0,丙
高二,73,94,58,87,98,58,95,87.0,乙
高一,68,64,90,92,92,93,86,90.0,甲
高二,63,97,82,89,76,70,53,76.0,丙
高二,53,84,72,59,66,98,84,72.0,丙
高三,59,80,80,94,54,80,66,80.0,丙
高三,62,50,60,67,82,66,51,62.0,丙
高一,96,73,53,86,53,75,70,73.0,丙
高三,63,50,65,97,80,62,56,63.0,丙
高三,56,90,55,94,95,85,86,86.0,乙
高一,81,92,88,64,92,96,64,88.0,乙
高三,94,79,51,77,75,84,51,77.0,丙
高三,90,83,80,57,60,76,100,80.0,丙
高三,76,90,64,100,66,96,53,76.0,丙
高二,92,86,79,87,69,92,87,87.0,乙
高三,67,80,82,83,66,61,58,67.0,丙
高一,63,62,61,98,65,99,63,63.0,丙
高一,72,53,84,95,65,61,52,65.0,丙
高一,69,76,51,81,66,64,58,66.0,丙
高三,96,77,79,90,80,100,89,89.0,乙
高三,93,97,53,83,74,63,62,74.0,丙
高一,63,66,77,90,63,56,50,63.0,丙
高二,67,86,89,70,95,87,76,86.0,乙
高一,64,94,50,53,75,72,65,65.0,丙
高一,54,81,71,88,56,83,83,81.0,丙
高三,72,89,60,61,57,78,53,61.0,丙
高二,77,72,94,57,65,85,69,72.0,丙
高二,60,66,73,55,50,73,99,66.0,丙
高一,56,58,66,93,58,76,74,66.0,丙
高一,91,56,91,82,94,70,62,82.0,丙
高三,91,78,85,82,75,69,99,82.0,丙
高三,80,60,66,71,93,75,90,75.0,丙
高三,54,96,98,84,59,80,57,80.0,丙
高三,62,87,100,86,71,84,67,84.0,丙
高二,68,67,51,57,68,96,52,67.0,丙
高一,87,79,74,99,70,100,50,79.0,丙
高一,88,74,83,86,54,91,90,86.0,乙
高一,70,58,55,66,95,61,96,66.0,丙
高二,60,69,55,64,72,77,89,69.0,丙
高一,53,73,76,53,71,62,97,71.0,丙
高二,57,86,56,91,80,70,78,78.0,丙
高三,77,75,50,76,94,98,53,76.0,丙
高三,82,53,60,91,94,95,71,82.0,丙
高二,86,59,69,89,93,92,80,86.0,乙
高三,72,74,69,57,96,91,98,74.0,丙
高一,71,55,75,88,88,73,64,73.0,丙
高一,57,82,73,81,59,64,95,73.0,丙
高一,65,88,67,81,67,65,59,67.0,丙
高二,55,57,68,79,81,70,63,68.0,丙
高一,93,63,65,54,72,99,71,71.0,丙
高三,82,79,85,80,63,76,65,79.0,丙
高二,77,63,96,87,56,96,88,87.0,乙
高一,69,84,77,91,95,77,87,84.0,丙
高二,98,68,55,61,56,56,99,61.0,丙
高三,60,86,67,100,100,97,64,86.0,乙
高二,99,59,70,83,53,52,88,70.0,丙
高一,90,70,89,67,62,58,54,67.0,丙
高一,84,60,98,66,96,72,75,75.0,丙
高二,59,72,75,52,71,95,67,71.0,丙
高二,53,75,95,88,55,58,89,75.0,丙
高一,58,89,91,90,78,100,79,89.0,乙
高二,89,100,96,67,74,56,66,74.0,丙
高二,58,74,70,76,93,61,81,74.0,丙
高二,89,83,98,65,96,97,51,89.0,乙
高三,96,61,71,89,52,72,67,71.0,丙
高三,88,76,95,83,74,72,87,83.0,丙
高三,74,83,94,98,65,93,89,89.0,乙
高二,69,54,92,58,51,54,100,58.0,丁
高一,82,69,97,84,88,64,56,82.0,丙
高一,89,72,80,53,89,96,53,80.0,丙
高一,57,52,79,55,71,79,87,71.0,丙
高三,74,60,78,87,77,96,52,77.0,丙
高一,76,54,64,83,81,88,85,81.0,丙
高一,67,77,60,66,84,94,70,70.0,丙
高一,89,65,69,85,71,94,90,85.0,乙
高二,73,93,63,91,57,85,57,73.0,丙
高一,83,87,100,61,58,63,82,82.0,丙
高二,55,73,75,80,71,76,92,75.0,丙
高二,94,70,69,83,95,75,75,75.0,丙
高二,92,84,89,65,80,56,50,80.0,丙
高三,69,68,84,68,84,85,83,83.0,丙
高二,67,96,59,81,65,54,81,67.0,丙
高一,72,68,91,66,91,79,86,79.0,丙
高一,88,67,85,59,88,100,70,85.0,乙
高二,82,89,52,77,79,69,77,77.0,丙
高二,69,64,53,64,72,93,77,69.0,丙
高二,67,88,72,99,86,85,83,85.0,乙
高三,74,60,52,83,83,74,73,74.0,丙
高一,75,95,57,91,73,89,84,84.0,丙
高三,100,99,67,99,68,100,91,99.0,甲
高二,73,100,84,81,51,56,95,81.0,丙
高三,51,82,74,96,92,57,51,74.0,丙
高一,53,95,82,72,55,66,65,66.0,丙
高一,64,58,71,91,55,86,94,71.0,丙
高二,79,92,90,72,51,63,93,79.0,丙
高一,58,76,63,59,54,59,92,59.0,丁
高三,76,81,70,88,69,95,72,76.0,丙
高一,68,78,92,70,55,98,92,78.0,丙
高二,53,98,92,60,75,69,95,75.0,丙
高一,91,82,96,61,86,90,79,86.0,乙
高三,91,64,72,83,68,63,74,72.0,丙
高三,92,52,88,70,72,51,83,72.0,丙
高二,77,60,50,59,71,97,56,60.0,丙
高三,66,100,70,79,93,89,81,81.0,丙
高二,63,55,72,74,72,64,82,72.0,丙
高三,70,100,85,56,77,80,66,77.0,丙
高二,84,82,86,78,62,67,95,82.0,丙
高一,56,60,62,80,83,83,55,62.0,丙
高一,99,73,79,80,74,68,94,79.0,丙
高三,54,76,70,68,58,62,60,62.0,丙
高二,80,95,92,99,68,100,85,92.0,甲
高一,99,63,64,92,91,72,88,88.0,乙
高二,52,86,81,91,78,71,80,80.0,丙
高三,79,52,64,61,70,80,90,70.0,丙
高一,80,72,77,87,74,59,85,77.0,丙
高三,92,92,91,77,84,83,80,84.0,丙
高二,60,77,83,69,58,55,80,69.0,丙
高三,76,81,78,90,54,82,70,78.0,丙
高一,84,95,74,58,58,79,88,79.0,丙
高一,80,51,76,69,61,71,64,69.0,丙
高一,88,86,58,81,82,82,99,82.0,丙
高一,54,97,53,52,98,52,68,54.0,丁
高二,86,59,99,94,74,62,85,85.0,乙
高三,84,51,72,54,62,60,96,62.0,丙
高二,95,62,65,72,79,85,61,72.0,丙
高二,87,74,73,78,58,78,68,74.0,丙
高三,90,59,58,78,52,58,58,58.0,丁
高一,64,57,100,87,64,77,82,77.0,丙
高三,63,72,60,70,61,69,52,63.0,丙
高一,93,75,80,97,67,84,99,84.0,丙
高一,80,75,81,51,53,70,79,75.0,丙
高三,90,82,81,88,100,66,54,82.0,丙
高一,51,91,56,91,53,91,55,56.0,丁
高二,71,59,54,56,68,73,72,68.0,丙
高三,70,80,82,62,74,67,53,70.0,丙
高二,84,50,51,63,79,98,100,79.0,丙
高二,78,64,61,51,80,64,95,64.0,丙
高一,78,92,50,86,64,50,90,78.0,丙
高一,55,65,54,52,96,68,83,65.0,丙
高二,83,81,83,66,56,63,100,81.0,丙
高二,50,72,59,65,66,67,80,66.0,丙
高一,99,79,59,79,76,66,54,76.0,丙
高三,95,65,72,50,90,82,55,72.0,丙
高三,63,88,64,91,97,63,83,83.0,丙
高三,60,74,96,79,68,90,94,79.0,丙
高一,77,60,95,92,69,92,58,77.0,丙
高二,61,89,81,79,96,76,88,81.0,丙
高三,50,57,88,64,72,70,66,66.0,丙
高二,75,96,85,59,85,88,74,85.0,乙
高三,66,69,96,73,94,53,56,69.0,丙
高二,53,95,90,99,71,77,50,77.0,丙
高一,89,53,95,56,64,88,100,88.0,乙
高三,78,87,51,52,92,76,78,78.0,丙
高二,69,100,51,55,83,75,58,69.0,丙
高二,62,100,54,90,50,85,77,77.0,丙
高一,100,95,85,68,72,54,58,72.0,丙
高三,88,67,58,58,85,71,85,71.0,丙
高一,77,61,61,58,85,65,81,65.0,丙
高二,91,84,77,57,69,78,58,77.0,丙
高二,98,91,88,73,75,55,94,88.0,乙
高二,74,99,60,62,100,69,52,69.0,丙
高二,59,66,63,86,69,80,77,69.0,丙
高二,78,94,80,56,57,71,62,71.0,丙
高三,67,69,90,88,50,71,97,71.0,丙
高一,74,75,80,83,63,55,86,75.0,丙
高二,80,94,90,54,55,100,55,80.0,丙
高一,77,59,70,94,91,83,90,83.0,丙
高二,73,71,87,75,76,52,81,75.0,丙
高一,76,74,54,54,84,92,90,76.0,丙
高三,99,95,72,79,73,87,75,79.0,丙
高二,83,56,55,81,78,60,67,67.0,丙
高二,63,60,82,93,68,82,54,68.0,丙
高一,59,58,80,84,72,79,85,79.0,丙
高一,73,69,72,86,79,77,60,73.0,丙
高二,51,79,88,72,76,68,50,72.0,丙
高三,61,58,77,81,57,90,68,68.0,丙
高二,89,55,94,94,53,88,52,88.0,乙
高二,78,58,64,50,100,50,72,64.0,丙
高三,66,63,64,64,96,67,62,64.0,丙
高二,100,57,53,74,85,86,67,74.0,丙
高三,68,75,74,58,57,89,95,74.0,丙
高二,95,55,100,78,66,54,65,66.0,丙
高三,50,75,62,76,82,94,97,76.0,丙
高三,67,63,74,78,50,76,89,74.0,丙
高三,82,82,87,53,67,99,91,82.0,丙
高三,86,75,57,77,81,84,60,77.0,丙
高二,73,88,80,62,54,66,95,73.0,丙
高三,53,53,70,96,57,60,56,57.0,丁
高一,52,73,68,72,56,75,63,68.0,丙
高三,65,91,73,53,92,57,85,73.0,丙
高三,77,72,75,90,56,87,60,75.0,丙
高二,73,51,83,94,91,96,90,90.0,甲
高三,81,84,55,100,59,84,99,84.0,丙
高二,65,67,83,65,85,62,67,67.0,丙
高三,76,72,63,50,84,70,88,72.0,丙
高三,60,81,51,60,65,51,69,60.0,丙
高一,56,66,94,73,65,74,58,66.0,丙
高三,99,58,92,65,83,94,93,92.0,甲
高二,65,75,62,55,95,65,86,65.0,丙
高三,70,85,65,50,60,85,99,70.0,丙
高一,84,76,58,73,66,99,98,76.0,丙
高三,92,50,92,99,73,66,54,73.0,丙
高二,99,80,81,66,81,81,96,81.0,丙
高三,79,53,61,73,55,78,77,73.0,丙
高二,77,86,91,67,53,60,90,77.0,丙
高三,50,92,86,53,81,71,59,71.0,丙
高二,100,78,67,90,79,53,62,78.0,丙
高三,85,84,71,86,90,69,55,84.0,丙
高一,95,75,75,64,89,50,82,75.0,丙
高二,71,68,70,67,96,91,86,71.0,丙
高三,81,56,81,60,52,70,61,61.0,丙
高三,84,85,66,59,97,93,56,84.0,丙
高二,96,58,76,52,54,50,77,58.0,丁
高一,61,98,54,54,66,90,81,66.0,丙
高三,50,68,74,76,70,61,69,69.0,丙
高一,89,72,94,79,80,60,78,79.0,丙
高二,56,60,97,78,75,77,99,77.0,丙
高二,84,81,71,57,57,90,67,71.0,丙
高一,54,55,90,81,72,99,79,79.0,丙
高三,79,85,74,65,100,76,85,79.0,丙
高一,55,63,92,94,100,100,74,92.0,甲
高三,92,57,67,88,95,81,98,88.0,乙
高三,96,81,65,62,71,77,88,77.0,丙
高二,63,73,72,65,93,69,74,72.0,丙
高一,91,76,91,87,69,71,90,87.0,乙
高二,56,70,81,66,89,76,93,76.0,丙
高二,58,89,52,72,63,78,64,64.0,丙
高二,51,78,91,86,84,88,85,85.0,乙
高二,83,73,73,67,76,71,74,73.0,丙
高三,98,51,59,97,71,52,96,71.0,丙
高一,88,70,100,96,92,93,62,92.0,甲
高三,68,71,60,56,73,83,64,68.0,丙
高二,51,53,77,98,76,92,93,77.0,丙
高三,80,89,52,70,60,97,57,70.0,丙
高三,67,64,84,86,50,82,51,67.0,丙
高一,89,56,98,71,67,68,99,71.0,丙
高三,59,67,90,64,56,94,75,67.0,丙
高二,74,67,63,99,58,99,77,74.0,丙
高一,57,94,57,89,57,94,84,84.0,丙
高二,94,96,77,79,63,66,58,77.0,丙
高三,67,85,50,96,77,76,78,77.0,丙
高二,93,60,89,86,64,69,83,83.0,丙
高二,87,72,59,92,73,70,57,72.0,丙
高三,94,59,94,63,58,94,88,88.0,乙
高三,61,58,92,72,69,70,71,70.0,丙
高二,81,75,88,53,58,79,54,75.0,丙
高二,75,58,87,52,96,51,83,75.0,丙
高一,82,73,76,88,96,73,68,76.0,丙
高二,72,72,57,78,96,56,56,72.0,丙
高一,93,84,57,74,84,91,59,84.0,丙
高三,59,94,79,53,51,84,80,79.0,丙
高二,66,82,72,92,66,70,54,70.0,丙
高二,84,79,74,51,83,93,51,79.0,丙
高一,50,97,88,97,77,77,86,86.0,乙
高二,67,96,52,97,76,95,59,76.0,丙
高三,79,50,94,64,56,95,74,74.0,丙
高一,83,74,88,87,55,82,100,83.0,丙
高二,100,95,79,62,59,80,85,80.0,丙
高三,97,91,67,54,68,67,84,68.0,丙
高一,59,66,85,58,95,88,86,85.0,乙
高二,94,66,62,55,83,87,90,83.0,丙
高一,63,73,78,89,90,50,72,73.0,丙
高二,70,81,55,69,87,74,63,70.0,丙
高一,79,94,60,91,83,72,74,79.0,丙
高一,80,71,97,86,67,97,99,86.0,乙
高一,65,75,69,100,100,69,87,75.0,丙
高一,64,99,58,95,99,78,86,86.0,乙
高三,63,55,51,77,61,69,95,63.0,丙
高一,70,81,82,95,82,50,86,82.0,丙
高一,73,94,73,50,88,72,100,73.0,丙
高一,84,86,92,71,75,63,72,75.0,丙
高三,55,61,54,53,87,92,67,61.0,丙
高一,97,64,76,85,53,67,58,67.0,丙
高一,59,94,100,81,74,80,59,80.0,丙
高二,85,69,68,91,73,64,90,73.0,丙
高三,56,52,72,74,83,89,76,74.0,丙
高一,85,59,72,83,82,79,95,82.0,丙
高二,82,55,62,85,86,89,79,82.0,丙
高二,50,81,100,76,58,78,76,76.0,丙
高二,63,95,72,80,78,98,54,78.0,丙
高二,86,94,58,91,68,58,90,86.0,乙
高三,58,80,61,85,93,86,83,83.0,丙
高三,65,96,93,51,64,81,56,65.0,丙
高一,95,69,89,70,65,65,73,70.0,丙
高一,73,57,93,67,90,73,98,73.0,丙
高二,73,82,69,75,79,70,97,75.0,丙
高二,69,55,70,78,65,81,65,69.0,丙
高二,90,78,58,75,57,64,70,70.0,丙
高一,61,79,88,81,68,74,87,79.0,丙
高二,71,99,97,75,80,77,85,80.0,丙
高一,91,59,92,50,55,82,50,59.0,丁
高二,75,96,60,87,99,51,58,75.0,丙
高三,85,50,89,71,85,66,80,80.0,丙
高三,56,100,63,81,53,78,75,75.0,丙
高三,55,97,100,78,100,52,75,78.0,丙
高三,98,100,99,72,68,80,90,90.0,甲
高三,80,71,52,61,86,99,77,77.0,丙
高二,72,61,74,75,85,94,75,75.0,丙
高一,67,77,100,73,74,52,68,73.0,丙
高一,55,86,52,85,74,77,93,77.0,丙
高三,58,79,96,65,98,71,57,71.0,丙
高一,68,74,56,86,74,98,50,74.0,丙
高二,50,89,60,66,76,63,92,66.0,丙
高三,85,53,88,67,95,74,55,74.0,丙
高三,62,72,70,70,99,82,51,70.0,丙
高一,77,58,53,65,88,60,52,60.0,丙
高三,79,67,83,64,77,61,83,77.0,丙
高三,52,63,70,92,60,54,62,62.0,丙
高三,89,99,59,63,68,68,92,68.0,丙
高二,64,61,59,89,51,81,53,61.0,丙
高一,100,86,84,64,70,60,100,84.0,丙
高三,84,53,53,79,71,89,78,78.0,丙
高三,97,95,89,61,61,53,72,72.0,丙
高一,87,65,84,90,58,52,90,84.0,丙
高三,98,93,63,72,93,85,64,85.0,乙
高二,86,67,98,69,53,60,67,67.0,丙
高二,75,77,71,73,88,85,76,76.0,丙
高二,56,57,87,81,59,82,78,78.0,丙
高一,76,70,87,67,85,84,75,76.0,丙
高三,70,95,74,88,97,74,67,74.0,丙
高二,98,89,57,77,84,77,86,84.0,丙
高三,55,51,86,65,80,64,50,64.0,丙
高一,65,51,93,83,84,91,91,84.0,丙
高三,65,59,86,89,80,95,96,86.0,乙
高二,64,81,99,58,100,61,88,81.0,丙
高三,76,62,97,65,51,52,89,65.0,丙
高一,82,82,77,92,71,69,64,77.0,丙
高一,67,71,54,91,74,63,88,71.0,丙
高一,89,65,86,71,57,64,96,71.0,丙
高二,74,90,93,86,83,79,73,83.0,丙
高三,86,60,63,82,92,64,100,82.0,丙
高二,52,61,69,81,79,51,85,69.0,丙
高三,90,66,72,58,73,54,90,72.0,丙
高一,50,57,59,96,50,51,87,57.0,丁
高二,77,76,92,64,65,72,68,72.0,丙
高一,50,71,67,64,90,72,54,67.0,丙
高一,85,53,66,68,88,83,93,83.0,丙
高一,53,56,50,63,89,70,96,63.0,丙
高二,70,94,89,74,91,55,100,89.0,乙
